Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
Jewel Quest: Expeditions,DS,2007,Puzzle,Avanquest,3,17,0,1,22,68,4,tbd,,iWin
Digimon World Re:Digitize,PSP,2012,Action,Namco Bandai Games,0,0,22,0,22,,,,,
The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006,Role-Playing,Ghostlight,10,3,6,3,22,,,,,
Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010,Action,THQ,17,3,0,2,22,,,tbd,,THQ
Over G Fighters,X360,2006,Simulation,Ubisoft,19,1,0,2,21,49,36,6,49,Taito Corporation
NBA in the Zone 2000,PS,2000,Sports,Konami Digital Entertainment,12,8,0,1,21,,,,,
Dark Summit,PS2,2001,Sports,THQ,11,8,0,3,21,67,11,tbd,,Radical Entertainment
Angry Birds Star Wars,PS4,2013,Strategy,Activision,10,8,0,4,21,47,5,2,87,Exient Entertainment
Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment,7,0,13,1,21,80,27,8,17,Clap Hanz
Cabela's Big Game Hunter: Ultimate Challenge,PS,2001,Sports,Activision Value,12,8,0,1,21,,,,,
MySims Party,Wii,2009,Simulation,Electronic Arts,17,2,0,2,21,56,16,tbd,,EA Games
Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,17,3,0,2,21,43,5,4,5,LucasArts
The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,11,8,0,3,21,52,17,6.8,8,Ratbag
Pandemonium!,PS,1996,Platform,BMG Interactive Entertainment,12,8,0,1,21,,,,,
Transformers: Dark of the Moon,3DS,2011,Action,Activision,16,4,0,2,21,,,,,
Namco Museum: 50th Anniversary,GC,2005,Misc,Namco Bandai Games,17,4,0,1,21,60,23,tbd,,Backbone Vancouver
Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive,11,8,0,3,21,63,17,8,7,Climax Group
NBA,PSP,2005,Sports,Sony Computer Entertainment,20,0,0,2,21,57,25,6.9,14,989 Sports
Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Fighting,Ubisoft,11,8,0,3,21,,,8.4,12,Game Arts
Pro Yakyuu Greatest Nine '97,SAT,1997,Sports,Sega,0,0,21,0,21,,,,,
Nintendo Presents: Crossword Collection,DS,2009,Puzzle,Nintendo,0,19,0,2,21,,,,,
Big League Sports,X360,2011,Sports,Activision,18,1,0,2,21,,,tbd,,Activision
Petz Rescue: Wildlife Vet,Wii,2008,Simulation,Ubisoft,20,0,0,2,21,,,tbd,,"Lexis Numerique, Virtual Toys"
Lunar: Silver Star Story Complete,SAT,1997,Role-Playing,Kadokawa Shoten,0,0,21,0,21,,,,,
Dorabase DS: Dramatic Stadium,DS,2007,Sports,Namco Bandai Games,0,0,21,0,21,,,,,
Disaster Report,PS2,2002,Action,Agetec,3,2,15,1,21,66,28,8,7,Irem
EVE: burst error,SAT,1997,Adventure,Imagineer,0,0,21,0,21,,,,,
Armored Core V,X360,2012,Simulation,Namco Bandai Games,13,3,4,1,21,68,37,7.2,37,From Software
Backyard NFL Football '09,Wii,2008,Sports,Atari,20,0,0,2,21,,,,,
College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,20,0,0,2,21,82,22,8.2,12,2K Sports
Speed Racer: The Videogame,PS2,2008,Racing,Warner Bros. Interactive Entertainment,10,8,0,3,21,,,,,
Bratz: Forever Diamondz,GC,2006,Adventure,THQ,17,4,0,1,21,,,tbd,,Blitz Games
NCAA March Madness 08,X360,2007,Sports,Electronic Arts,20,0,0,2,21,69,22,tbd,,EA Canada
WCW Backstage Assault,PS,1999,Action,Electronic Arts,12,8,0,1,21,40,9,,,Kodiak Interactive
Rampage: Total Destruction,Wii,2006,Action,Midway Games,19,1,0,2,21,46,21,5.6,19,"Pipeworks Software, Inc."
Magician's Quest: Town of Magic,3DS,2012,Simulation,Konami Digital Entertainment,0,0,21,0,21,,,,,
Wild Wild Racing,PS2,2000,Racing,Interplay,10,8,0,3,21,64,13,tbd,,Rage Software
The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,10,8,0,3,21,76,44,8.6,14,InXile Entertainment
Yoostar2,X360,2011,Misc,Unknown,11,9,0,2,21,,,,,
Doom (2016),PC,2016,Shooter,Bethesda Softworks,7,13,0,2,21,,,,,
Momotarou Dentetsu 16,PS2,2006,Misc,Hudson Soft,0,0,21,0,21,,,,,
Robotech: The Macross Saga,GBA,2002,Shooter,TDK Mediactive,15,6,0,0,21,61,8,6.5,4,Lucky Chicken
Transformer: Rise of the Dark Spark,PS4,2014,Action,Activision,7,10,1,3,21,,,,,
Yu Yu Hakusho: Dark Tournament,PS2,N/A,Fighting,N/A,10,8,0,3,21,56,15,8.5,18,Digital Fiction
MTV Celebrity Deathmatch,XB,2003,Fighting,Gotham Games,16,5,0,1,21,,,,,
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Action,Namco Bandai Games,0,0,21,0,21,,,,,
Conflict Zone,PS2,2002,Strategy,Ubisoft,10,8,0,3,21,47,7,7.4,8,MASA Group
Petz: Horse Club,Wii,2008,Misc,Ubisoft,20,0,0,2,21,,,tbd,,Phoenix Interactive Entertainment
Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,14,5,1,2,21,69,69,7.7,125,Intelligent Systems
The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,10,10,0,2,21,68,30,6.7,118,2K Marin
Star Wars: Battlefront,PC,2004,Shooter,LucasArts,7,13,0,2,21,72,19,3.5,1509,EA DICE
BloodRayne,XB,2002,Shooter,Universal Interactive,16,5,0,1,21,76,20,7.5,6,Terminal Reality
Harry Potter and the Deathly Hallows - Part 2,DS,2011,Action,Electronic Arts,10,9,0,2,21,55,5,tbd,,Full Fat
Puss in Boots,Wii,2011,Action,THQ,19,1,0,1,21,,,tbd,,Blitz Games
TRON: Evolution - Battle Grids,Wii,2010,Racing,Disney Interactive Studios,17,2,0,1,21,,,,,
NHL 2K6,XB,2005,Sports,Take-Two Interactive,16,5,0,1,21,83,32,7.5,26,2K Sports
Hannah Montana: The Movie,X360,2009,Adventure,Disney Interactive Studios,14,5,0,2,21,25,4,3.8,48,n-Space
Tenchu: Return From Darkness,XB,2004,Action,Activision,16,5,0,1,21,70,55,7,6,K2 LLC
World Poker Tour,PS2,2005,Misc,Take-Two Interactive,10,8,0,3,21,60,17,8.6,5,Coresoft
Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,10,8,0,3,21,65,37,7.1,8,KCET
MVP Baseball,PSP,2005,Sports,Electronic Arts,20,0,0,2,21,67,21,7.7,16,EA Canada
Where's Waldo? The Fantastic Journey,DS,2009,Adventure,Ubisoft,20,0,0,2,21,,,8.9,8,Classic Media Distribution Limited
WipeOut 3 The Game,X360,2012,Action,Activision,20,0,0,2,21,,,,,
Tony Hawk's American Sk8land,DS,2005,Sports,Activision,19,0,0,2,21,84,31,8.7,55,Vicarious Visions
Ghostbusters II,2600,N/A,Action,Activision,20,1,0,0,21,,,,,
Breakaway IV,2600,N/A,Puzzle,Sears,20,1,0,0,21,,,,,
RealSports Baseball,2600,1981,Sports,Atari,20,1,0,0,21,,,,,
Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,2013,Role-Playing,Tecmo Koei,6,3,10,2,21,,,,,
LEGO Ninjago: Shadow of Ronin,3DS,2015,Action,Warner Bros. Interactive Entertainment,5,11,4,1,21,,,tbd,,TT Fusion
Viewtiful Joe 2,PS2,2004,Action,Capcom,10,8,0,3,21,85,29,7.7,17,Clover Studio
The BIGS 2,X360,2009,Sports,Take-Two Interactive,19,1,0,2,21,76,31,6.2,35,Blue Castle Games
Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,10,8,0,3,21,84,18,7.2,11,Bullfrog Productions
Pac-Man World 3,PS2,2005,Platform,Namco Bandai Games,10,8,0,3,21,63,22,5.2,13,Blitz Games
50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,12,7,0,2,21,71,54,6.4,64,Swordfish Studios
Naruto: Clash of Ninja (JP sales),GC,2003,Fighting,Tomy Corporation,0,0,21,1,21,,,,,
Journey,PS3,2012,Adventure,Sony Computer Entertainment Europe,4,13,0,4,21,92,78,8.8,1381,ThatGameCompany
SingStar Pop Edition,PS3,2009,Misc,Sony Computer Entertainment,0,18,0,3,21,,,,,
SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,5,12,0,4,21,73,4,7.5,4,Milestone S.r.l
Robotech: Battlecry,XB,N/A,Shooter,Unknown,16,5,0,1,21,74,22,7,10,Vicious Cycle
NOëL: NOT DiGITAL,PS,1996,Adventure,Pioneer LDC,0,0,20,1,21,,,,,
Dragon Ball Z Hyper Dimension,SNES,1995,Fighting,Namco Bandai Games,0,0,21,0,21,,,,,
Imagine: Boutique Owner,DS,2009,Simulation,Ubisoft,20,0,0,1,21,,,tbd,,Creative Patterns
Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,2,0,19,0,21,68,12,7.6,16,Ganbarion
Madden NFL 07,DS,2006,Sports,Electronic Arts,20,0,0,2,21,70,9,6.5,10,Exient Entertainment
HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,12,8,0,1,21,26,7,4,5,Osiris Studios
Hasbro Family Game Night 3,X360,2010,Misc,Electronic Arts,17,3,0,2,21,,,,,
Star Trek: The Game,X360,2013,Action,Namco Bandai Games,12,8,0,2,21,,,,,
Bass Pro Shops: The Strike,X360,2009,Sports,XS Games,20,0,0,2,21,63,4,5.8,5,Piranha Games
Darkwatch,XB,2005,Shooter,Ubisoft,16,5,0,1,21,75,43,8.1,21,High Moon Studios
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,9,0,10,2,21,74,37,8.1,61,Nippon Ichi Software
Front Mission 5: Scars of the War,PS2,2005,Strategy,Square Enix,0,0,21,0,21,,,,,
Maximo vs Army of Zin,PS2,2003,Platform,Capcom,10,8,0,3,21,83,46,7.8,13,Capcom
Bratz: Girlz Really Rock,Wii,2008,Action,THQ,19,0,0,2,21,,,tbd,,Blitz Games
The Fairly OddParents: Breakin' Da Rules,GC,2003,Platform,THQ,16,4,0,1,21,,,,,
Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,11,9,0,2,21,74,14,5.9,544,Ubisoft Quebec
The Chronicles of Narnia: Prince Caspian,DS,2008,Action,Disney Interactive Studios,19,1,0,2,21,54,12,tbd,,Fall Line Studio
Summoner 2,PS2,2002,Role-Playing,THQ,10,8,0,3,21,76,20,8.3,22,Volition Inc.
The Land Before Time: Big Water Adventure,PS,2002,Platform,TDK Mediactive,12,8,0,1,21,,,,,
Move Fitness,PS3,N/A,Sports,Sony Computer Entertainment,0,16,0,5,21,,,,,
Order Up!,Wii,2008,Misc,Zoo Digital Publishing,19,1,0,2,21,,,,,
Shadow of Destiny,PS2,2001,Adventure,Konami Digital Entertainment,9,7,3,2,21,78,18,8.2,19,Konami
The Magic School Bus: Oceans,DS,2011,Adventure,Scholastic Inc.,20,0,0,2,21,,,tbd,,CokeM Interactive
Valkyria Chronicles III: Unrecorded Chronicles,PSP,N/A,Strategy,Sega,0,0,21,0,21,,,,,Sega
Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,16,1,2,2,21,83,52,7.8,36,Team Ninja
Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,Activision Value,16,5,0,1,21,65,5,8.4,16,FUN Labs
Brunswick Pro Bowling,PSP,2007,Sports,505 Games,19,0,0,2,21,,,7.3,4,Point of View
Gex 3: Deep Cover Gecko,N64,1999,Platform,Crave Entertainment,17,4,0,0,21,,,,,
WinBack: Covert Operations,N64,1999,Shooter,Virgin Interactive,17,4,0,0,21,,,,,
ClayFighter 63 1/3,N64,1997,Fighting,Interplay,17,4,0,0,21,,,,,
Monopoly,N64,1999,Misc,Hasbro Interactive,17,4,0,0,21,,,,,
WCW Nitro,N64,1998,Fighting,THQ,17,4,0,0,21,,,,,
Cruis'n Exotica,N64,2000,Racing,Midway Games,17,4,0,0,21,,,,,
World of Final Fantasy,PSV,2016,Role-Playing,Square Enix,4,6,8,3,21,77,5,8.6,46,Square Enix
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,6,1,12,2,21,72,35,8.4,77,Spike Chunsoft
Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,8,8,3,2,21,79,9,7,12,Konami
The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,18,2,0,2,21,60,8,6.4,15,Krome Studios
Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Role-Playing,Seta Corporation,0,0,20,1,21,,,,,
DanceDanceRevolution II,Wii,N/A,Misc,Konami Digital Entertainment,20,0,0,1,21,,,tbd,,Konami
The Wolf Among Us,PS4,2014,Adventure,Telltale Games,10,7,0,4,21,83,6,8.4,259,Telltale Games
Cursed Mountain,Wii,2009,Adventure,Deep Silver,9,10,0,2,21,67,51,7.6,33,"Deep Silver, Sproing Interactive Media, Sproing"
Now! That's What I Call Music: Dance & Sing,Wii,2011,Misc,Unknown,0,17,0,4,21,,,,,
The King of Fighters '96,SAT,1996,Fighting,SNK,0,0,21,0,21,,,,,
Age of Empires: Mythologies,DS,2008,Strategy,THQ,16,3,0,2,21,78,28,6.9,20,Griptonite Games
SBK Superbike World Championship,X360,2008,Racing,Black Bean Games,6,14,0,1,21,63,17,8,6,Milestone S.r.l
Bionicle,GC,2003,Action,Electronic Arts,16,4,0,1,21,47,5,4.2,5,Argonaut Games
Hidden Mysteries: Buckingham Palace,DS,2010,Puzzle,Avanquest,13,6,0,2,21,,,tbd,,Gunnar Games
Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,13,7,0,2,21,69,53,7.4,50,n-Space
State of Decay,XOne,2015,Strategy,Microsoft Game Studios,14,5,0,2,21,,,,,
A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,18,1,0,1,21,80,43,8.7,35,WayForward
Prince of Persia: Revelations,PSP,2005,Adventure,Ubisoft,18,1,0,2,21,,,,,
Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing,On Demand,12,8,0,1,21,,,,,
Threads of Fate,PS,1999,Role-Playing,SquareSoft,12,8,0,1,21,,,,,
Baja: Edge of Control,PS3,2008,Racing,THQ,10,8,0,3,21,61,21,5,11,2XL Games
G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,11,7,0,3,21,43,32,4.8,13,Double Helix Games
PoPoLoCrois Monogatari II,PS,2000,Role-Playing,Sony Computer Entertainment,0,0,20,1,21,,,,,
Famicom Mini: Ganbare Goemon! Karakuri Douchuu,GBA,2004,Platform,Konami Digital Entertainment,0,0,20,1,21,,,,,
UFC Undisputed 2010,PSP,2010,Fighting,THQ,11,6,0,4,21,74,27,7,13,Yuke's
World Series of Poker,PSP,2005,Misc,Activision,19,0,0,2,21,37,6,6.4,20,Activision
Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,18,1,0,2,21,67,16,7.3,19,Ubisoft Montpellier
Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,10,8,0,3,21,81,25,8.9,49,Ion Storm
Unreal II: The Awakening,XB,2004,Shooter,Atari,17,4,0,1,21,64,27,5.3,20,Tantalus Interactive
Rumble Racing,PS2,2001,Racing,Electronic Arts,10,8,0,3,21,85,17,8.2,9,Electronic Arts
Spider-Man: Web of Shadows,PS2,2008,Action,Activision,10,8,0,3,21,69,4,4.1,16,"Treyarch, Shaba Games"
Vampire Rain,X360,2007,Action,Microsoft Game Studios,18,0,1,1,21,38,45,2.9,44,Artoon
Batman Begins,XB,2005,Action,Electronic Arts,16,4,0,1,21,65,56,7.1,21,Eurocom Entertainment Software
NBA Live 15,XOne,2014,Sports,Electronic Arts,17,2,0,2,21,53,9,6.8,53,EA Sports
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,2011,Strategy,Konami Digital Entertainment,10,3,7,1,21,,,,,
J-League Winning Eleven 10 + Europa League 06-07,PS2,2006,Sports,Konami Digital Entertainment,0,0,21,0,21,,,,,
Shrek: Reekin' Havoc,GBA,2003,Platform,TDK Mediactive,15,6,0,0,21,57,11,tbd,,TOSE
Tales of Phantasia: Narikiri Dungeon X,PSP,2010,Role-Playing,Namco Bandai Games,0,0,21,0,21,,,,,
JSRF: Jet Set Radio Future,XB,2002,Action,Sega,13,4,3,1,21,88,36,8.2,102,Smilebit
NHL Hitz 20-02,GC,2001,Sports,Midway Games,16,4,0,1,21,79,13,8.7,7,Midway
Way of the Samurai 3,X360,2009,Action,Gamebridge,12,5,2,2,21,55,22,6.8,16,Acquire
NCAA Football 2003,GC,2002,Sports,Electronic Arts,16,4,0,1,21,91,11,8.1,9,EA Sports
Rollcage,PS,1999,Racing,Psygnosis,12,8,0,1,21,,,,,
Hitman: HD Trilogy,PS3,2013,Action,Square Enix,7,9,0,4,21,71,20,7.6,46,Io Interactive
Marvel Super Hero Squad,PSP,2009,Fighting,THQ,17,1,0,2,21,51,7,tbd,,THQ
J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai Games,0,3,17,1,21,74,5,7.9,29,Bandai Namco Games
de Blob 2,PS3,2011,Platform,THQ,11,7,0,3,21,74,50,7.1,34,Blue Tongue Entertainment
Champion Jockey: G1 Jockey & Gallop Racer,PS3,2011,Sports,Tecmo Koei,6,5,8,2,21,,,,,
Greg Hastings Paintball 2,X360,2010,Shooter,Majesco Entertainment,19,0,0,1,21,,,8.3,7,Super X Studios
ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports,Konami Digital Entertainment,10,8,0,3,21,64,14,7.9,8,Konami
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,9,0,11,1,21,76,34,8,20,h.a.n.d. Inc.
Project: Snowblind,PS2,2005,Action,Eidos Interactive,10,8,0,3,21,78,54,8.3,23,Crystal Dynamics
Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,7,11,0,2,21,40,37,4.7,19,ZootFly
Super Robot Taisen K,DS,2009,Strategy,Namco Bandai Games,0,0,21,0,21,,,,,
You Don't Know Jack,Wii,2011,Misc,THQ,19,0,0,1,21,81,5,7.7,6,"Jellyvision, Iron Galaxy Studios"
Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,12,8,0,1,21,28,7,2.4,17,Midway
Mega Man Legacy Collection,3DS,2016,Platform,Capcom,14,0,5,2,21,77,27,7.1,26,Digital Eclipse
The Last Airbender,Wii,2010,Action,THQ,12,7,0,2,21,53,4,6.6,5,THQ
Tony Hawk's Motion,DS,2008,Sports,Activision,19,0,0,2,21,39,11,tbd,,Creat Studios
Disney's Planes,DS,2013,Simulation,Disney Interactive Studios,11,8,0,2,21,,,tbd,,TOSE
NCAA March Madness 07,X360,2007,Sports,Electronic Arts,19,0,0,2,21,67,33,7.1,15,EA Canada
StokEd,X360,2009,Sports,Zushi Games,18,1,0,1,21,68,34,8.6,19,Bongfish
Shin Megami Tensei: Persona 3 (jp sales),PS2,2006,Role-Playing,Tecmo Koei,0,0,21,0,21,,,,,
Evil Dead: Regeneration,PS2,2005,Action,THQ,10,8,0,3,21,68,26,8.5,8,Cranky Pants Games
Wacky Races: Crash & Dash,DS,2008,Racing,Eidos Interactive,19,0,0,1,21,,,,,
Defiance,PC,2013,Shooter,Trion Worlds,14,4,0,2,21,64,40,6.5,661,Trion Worlds
NHL 2003,XB,2002,Sports,Electronic Arts,15,4,0,1,21,80,12,7.9,12,EA Sports
X-Men: Children of the Atom,SAT,1995,Fighting,Acclaim Entertainment,0,0,21,0,21,,,,,
Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,19,0,0,2,21,78,25,7.4,14,EA Canada
NHL 2K3,PS2,2002,Sports,Sega,10,8,0,3,21,89,25,7.8,17,Treyarch
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,1998,Adventure,Sony Computer Entertainment,0,0,19,1,21,,,,,
NCAA Football 10,PSP,2009,Sports,Electronic Arts,19,0,0,2,21,,,tbd,,EA Tiburon
Heisei Kyouiku linkai DS,DS,2006,Misc,Namco Bandai Games,0,0,21,0,21,,,,,
You Don't Know Jack,X360,2011,Misc,THQ,19,0,0,1,21,82,23,7.9,29,"Jellyvision, Iron Galaxy Studios"
The Naked Brothers Band: The Video Game,Wii,2008,Misc,THQ,19,0,0,1,21,,,,,
SpongeBob SquarePants: Game Boy Advance Video Volume 3,GBA,2004,Misc,N/A,15,5,0,0,21,,,,,
Pro Yaky? Spirits 2010,PS3,2010,Sports,Konami Digital Entertainment,0,0,21,0,21,,,,,
Final Fight One,GBA,2001,Fighting,Ubisoft,9,3,8,0,21,82,16,7.8,8,Sun-Tec
Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,9,8,0,3,21,32,43,1.5,427,Robomodo
MLB 10: The Show,PSP,2010,Sports,Sony Computer Entertainment,19,0,0,2,21,79,11,6.6,8,SCEA
Gallop Racer 2003: A New Breed,PS2,2002,Sports,Zoo Digital Publishing,4,3,12,1,21,68,16,8.5,15,Tecmo
Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,16,3,0,1,21,54,11,5.5,8,Alpha Unit
Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,12,3,5,1,21,69,46,6.5,15,Brownie Brown
Outlaw Golf 2,XB,2004,Sports,Global Star,15,4,0,1,21,74,41,tbd,,Hypnotix
BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,16,4,0,1,21,33,6,7.5,18,Takara
Little Battlers eXperience: Baku Boost,3DS,2012,Action,Nintendo,0,0,21,0,21,,,,,
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,2011,Sports,Sega,0,0,21,0,21,,,,,
Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,11,8,0,2,21,61,64,7,34,Volatile Games
Bugs Bunny & Taz: Time Busters,PS,2000,Adventure,Infogrames,11,8,0,1,21,,,,,
Discovery Kids: Pony Paradise,DS,2009,Simulation,505 Games,19,0,0,1,21,,,tbd,,Gimagin Games
Jikkyou Powerful Pro Yakyuu 2012,PS3,2012,Action,Konami Digital Entertainment,0,0,21,0,21,,,,,
Dragon Ball Z: Sagas,GC,2005,Fighting,Atari,16,4,0,1,21,48,11,6.6,11,Avalanche Software
X2: Wolverine's Revenge,XB,2003,Platform,Activision,15,4,0,1,21,58,27,6.4,9,GenePool
Power Rangers: Wild Force,GBA,2002,Action,THQ,15,5,0,0,21,55,4,6.9,8,Natsume
Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,15,1,3,1,21,70,35,7.8,24,Acquire
Barbie: Groom and Glam Pups,Wii,2010,Action,THQ,18,2,0,1,21,,,tbd,,Game Machine Studios
Lost Planet 3,PS3,2013,Shooter,Capcom,7,5,6,2,21,61,30,5.5,102,Spark Unlimited
Mary-Kate and Ashley: Girls Night Out,GBA,2002,Misc,Acclaim Entertainment,15,5,0,0,20,75,5,tbd,,Powerhead Games
The King of Fighters '95,NG,1995,Fighting,SNK,0,0,20,0,20,,,,,
Wedding Dash,DS,2009,Action,Zoo Games,19,0,0,1,20,,,tbd,,Zoo Games
Beyblade G-Revolution,GBA,2004,Action,Atari,15,5,0,0,20,40,5,7.8,5,Full Fat
Trade & Battle: Card Hero,GB,2000,Strategy,Nintendo,0,0,20,0,20,,,,,
World Championship Cards,PSP,2008,Misc,Crave Entertainment,19,0,0,2,20,,,tbd,,Crave
Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,10,8,0,3,20,57,33,4.8,5,Capcom
Assassin's Creed The Ezio Collection,PS4,2016,Action,Ubisoft,4,13,0,3,20,72,32,7.4,49,Ubisoft Montreal
SD Gundam GNext,SNES,1995,Strategy,Namco Bandai Games,0,0,20,0,20,,,,,
God of War Collection,PSV,2014,Action,Sony Computer Entertainment,8,6,1,5,20,73,28,7.4,133,"Sanzaru Games, Sanzaru Games, Inc."
Backyard NFL Football 2006,PS2,2005,Sports,Atari,10,8,0,3,20,,,,,
NASCAR Heat 2002,XB,2001,Racing,Infogrames,15,4,0,1,20,78,18,tbd,,Monster Games Inc.
Sloane to MacHale no Nazo no Monogatari,DS,2009,Puzzle,Level 5,0,0,20,0,20,,,,,
Anarchy Reigns,PS3,2012,Action,Sega,10,3,6,2,20,71,35,8.2,106,PlatinumGames
Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,6,0,14,1,20,33,31,5.1,47,Bec
Saints Row IV,XOne,2015,Action,Deep Silver,10,9,0,2,20,,,,,
Sengoku Basara 2 Heroes,PS2,2007,Action,Capcom,0,0,20,0,20,,,,,
Buzz! The Schools Quiz,PS2,2008,Misc,Sony Computer Entertainment,0,2,0,19,20,,,,,
Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,6,5,7,2,20,68,31,8.6,17,Konami
NCAA March Madness 06,XB,2005,Sports,Electronic Arts,15,4,0,1,20,76,21,7.2,5,EA Canada
Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,6,12,0,2,20,52,33,5.7,110,City Interactive
EVE Online,PC,2003,Role-Playing,CCP,0,19,0,1,20,69,22,7.5,280,CCP
Phantasy Star Online,DC,2000,Role-Playing,Sega,0,0,20,0,20,89,21,9.1,33,Sonic Team
Crazy Taxi 3: High Roller,XB,2002,Racing,Sega,14,4,2,1,20,69,33,8.5,13,Hitmaker
Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,15,4,0,1,20,87,16,5.3,18,Rockstar San Diego
International Superstar Soccer 2000,PS2,2000,Sports,Konami Digital Entertainment,0,0,20,0,20,,,,,
CandyLand / Chutes & Ladders / Memory,GBA,2005,Misc,Zoo Digital Publishing,15,5,0,0,20,,,,,
The Bible Game,PS2,2005,Misc,Crave Entertainment,10,8,0,3,20,,,5.4,22,Crave
Thrillville,PSP,2006,Strategy,Atari,18,0,0,2,20,72,13,2.8,39,Frontier Developments
Drift King Shutokou Battle '94,SNES,1994,Racing,BPS,0,0,20,0,20,,,,,
"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,9,9,0,3,20,74,34,7.4,596,Relic
Shining Blade,PSP,2012,Role-Playing,Sega,0,0,20,0,20,,,,,
The Ultimate Red Ball Challenge,Wii,2009,Misc,Mindscape,0,19,0,1,20,,,,,
The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,10,8,0,3,20,67,14,8.5,4,Terminal Reality
PBR: Out of the Chute,PS2,2008,Sports,Crave Entertainment,10,8,0,3,20,,,,,
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,2003,Sports,Konami Digital Entertainment,0,0,20,0,20,,,,,
Valkyria Chronicles,PS4,2016,Role-Playing,Sega,7,5,5,3,20,,,,,
Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,14,4,0,2,20,51,10,5.3,9,Behaviour Interactive
Saturday Night Speedway,PS2,2004,Racing,Play It,10,8,0,3,20,,,8.7,7,Ratbag
Bratz: Rock Angelz,GC,2005,Misc,THQ,16,4,0,1,20,,,tbd,,Blitz Games
Langrisser III,SAT,1996,Strategy,NCS,0,0,20,0,20,,,,,
Zombie Army Trilogy,PS4,2015,Shooter,Rebellion Developments,5,12,0,3,20,62,26,6.8,88,Rebellion
CSI: Deadly Intent,X360,2009,Adventure,Ubisoft,10,8,0,2,20,,,,,
MLB SlugFest 20-03,XB,2002,Sports,Midway Games,15,4,0,1,20,79,9,7.8,5,Gratuitous Games
Samurai Spirits (CD),NG,1994,Fighting,SNK,0,0,20,0,20,,,,,
